"Number","Experiment","Date","Day","Hour","Transfer","Strain","Media","Temperature","Treatment","Replicate","RF","Rfctrl","Rep","seqRep","lnRF","trDay"
17,"salinity",2015-01-24,3,72,1,"331","ASW","15","36",1,43555.25,19.96,"1","1",10.6813271525475,4
18,"salinity",2015-01-24,3,72,1,"332","ASW","15","36",1,40608.46,19.96,"1","1",10.6112400542351,4
19,"salinity",2015-01-24,3,72,1,"333","ASW","15","36",1,37730.05,19.96,"1","1",10.5376829768844,4
20,"salinity",2015-01-24,3,72,1,"1263","ASW","15","36",1,45710.38,19.96,"1","1",10.7296439268985,4
1,"salinity",2015-01-25,4,96,1,"331","ASW","15","0",1,42736.79,15.46,"1","1",10.6624536061083,5
2,"salinity",2015-01-25,4,96,1,"332","ASW","15","0",1,21510.42,15.46,"1","1",9.97557376803077,5
3,"salinity",2015-01-25,4,96,1,"333","ASW","15","0",1,39561.48,15.46,"1","1",10.5852203360208,5
4,"salinity",2015-01-25,4,96,1,"1263","ASW","15","0",1,46249.73,15.46,"1","1",10.7414765769826,5
5,"salinity",2015-01-25,4,96,1,"331","ASW","15","2",1,41035.54,16.62,"1","1",10.6217887026596,5
6,"salinity",2015-01-25,4,96,1,"332","ASW","15","2",1,32392.61,16.62,"1","1",10.3851723776849,5
7,"salinity",2015-01-25,4,96,1,"333","ASW","15","2",1,59574.77,16.62,"1","1",10.9947084252007,5
8,"salinity",2015-01-25,4,96,1,"1263","ASW","15","2",1,50745.73,16.62,"1","1",10.8342551865472,5
9,"salinity",2015-01-25,4,96,1,"331","ASW","15","12",1,73247.95,16.02,"1","1",11.2013868070267,5
10,"salinity",2015-01-25,4,96,1,"332","ASW","15","12",1,58382.87,16.02,"1","1",10.9745033706632,5
11,"salinity",2015-01-25,4,96,1,"333","ASW","15","12",1,79378.55,16.02,"1","1",11.2817816214909,5
12,"salinity",2015-01-25,4,96,1,"1263","ASW","15","12",1,89362.42,16.02,"1","1",11.4002762287854,5
13,"salinity",2015-01-25,4,96,1,"331","ASW","15","24",1,70753.63,15.65,"1","1",11.1667379070789,5
14,"salinity",2015-01-25,4,96,1,"332","ASW","15","24",1,65823.75,15.65,"1","1",11.0944982100411,5
15,"salinity",2015-01-25,4,96,1,"333","ASW","15","24",1,86551.62,15.65,"1","1",11.3683154446335,5
16,"salinity",2015-01-25,4,96,1,"1263","ASW","15","24",1,90830.08,15.65,"1","1",11.4165734726677,5
17,"salinity",2015-01-25,4,96,1,"331","ASW","15","36",1,57746.46,20.54,"1","1",10.963461571731,5
18,"salinity",2015-01-25,4,96,1,"332","ASW","15","36",1,59967.45,20.54,"1","1",11.0012146161748,5
19,"salinity",2015-01-25,4,96,1,"333","ASW","15","36",1,33486.75,20.54,"1","1",10.4182915520602,5
20,"salinity",2015-01-25,4,96,1,"1263","ASW","15","36",1,68676.55,20.54,"1","1",11.136863952885,5
1,"salinity",2015-01-25,4,0,2,"331","ASW","15","0",1,5372.43,15.22,"1","2",8.58619859615798,1
2,"salinity",2015-01-25,4,0,2,"332","ASW","15","0",1,4681.85,15.22,"1","2",8.44819246275556,1
3,"salinity",2015-01-25,4,0,2,"333","ASW","15","0",1,3835.05,15.22,"1","2",8.24796119799255,1
4,"salinity",2015-01-25,4,0,2,"1263","ASW","15","0",1,8152.32,15.22,"1","2",9.00418913016274,1
5,"salinity",2015-01-25,4,0,2,"331","ASW","15","2",1,4225.83,16.35,"1","2",8.34509440360834,1
6,"salinity",2015-01-25,4,0,2,"332","ASW","15","2",1,5303.64,16.35,"1","2",8.57306110625376,1
7,"salinity",2015-01-25,4,0,2,"333","ASW","15","2",1,7074.46,16.35,"1","2",8.86193258926537,1
8,"salinity",2015-01-25,4,0,2,"1263","ASW","15","2",1,7496.72,16.35,"1","2",8.9200375349858,1
9,"salinity",2015-01-25,4,0,2,"331","ASW","15","12",1,9133.57,15.25,"1","2",9.11804085557322,1
10,"salinity",2015-01-25,4,0,2,"332","ASW","15","12",1,8138.67,15.25,"1","2",9.00250652674938,1
11,"salinity",2015-01-25,4,0,2,"333","ASW","15","12",1,10996.5,15.25,"1","2",9.30394455193541,1
12,"salinity",2015-01-25,4,0,2,"1263","ASW","15","12",1,10488.84,15.25,"1","2",9.25661212952486,1
13,"salinity",2015-01-25,4,0,2,"331","ASW","15","24",1,10694.68,15.67,"1","2",9.27603541158837,1
14,"salinity",2015-01-25,4,0,2,"332","ASW","15","24",1,8791.41,15.67,"1","2",9.07974637526278,1
15,"salinity",2015-01-25,4,0,2,"333","ASW","15","24",1,11057.48,15.67,"1","2",9.30944425566823,1
16,"salinity",2015-01-25,4,0,2,"1263","ASW","15","24",1,7941.96,15.67,"1","2",8.97794036152414,1
17,"salinity",2015-01-25,4,0,2,"331","ASW","15","36",1,11010.41,18.72,"1","2",9.30489481173547,1
18,"salinity",2015-01-25,4,0,2,"332","ASW","15","36",1,7748.05,18.72,"1","2",8.95277746253387,1
19,"salinity",2015-01-25,4,0,2,"333","ASW","15","36",1,5330.25,18.72,"1","2",8.57763520832612,1
20,"salinity",2015-01-25,4,0,2,"1263","ASW","15","36",1,6538.98,18.72,"1","2",8.78266953142623,1
1,"salinity",2015-01-26,5,24,2,"331","ASW","15","0",1,7093.08,15.41,"1","2",8.86470003647858,2
2,"salinity",2015-01-26,5,24,2,"332","ASW","15","0",1,4314.01,15.41,"1","2",8.36604466727318,2
3,"salinity",2015-01-26,5,24,2,"333","ASW","15","0",1,6319.4,15.41,"1","2",8.74893804524204,2
4,"salinity",2015-01-26,5,24,2,"1263","ASW","15","0",1,6793.52,15.41,"1","2",8.82145358101141,2
5,"salinity",2015-01-26,5,24,2,"331","ASW","15","2",1,6916.7,16.44,"1","2",8.83931437103485,2
6,"salinity",2015-01-26,5,24,2,"332","ASW","15","2",1,5586.94,16.44,"1","2",8.62524009549937,2
7,"salinity",2015-01-26,5,24,2,"333","ASW","15","2",1,10072.95,16.44,"1","2",9.21597546497452,2
8,"salinity",2015-01-26,5,24,2,"1263","ASW","15","2",1,9314.11,16.44,"1","2",9.13751911011714,2
9,"salinity",2015-01-26,5,24,2,"331","ASW","15","12",1,12138.85,16.45,"1","2",9.40281025982195,2
10,"salinity",2015-01-26,5,24,2,"332","ASW","15","12",1,12405.16,16.45,"1","2",9.42454085297996,2
11,"salinity",2015-01-26,5,24,2,"333","ASW","15","12",1,12489.52,16.45,"1","2",9.43132719923215,2
12,"salinity",2015-01-26,5,24,2,"1263","ASW","15","12",1,14487.9,16.45,"1","2",9.57993302193061,2
13,"salinity",2015-01-26,5,24,2,"331","ASW","15","24",1,11585.52,16.44,"1","2",9.35609130103653,2
14,"salinity",2015-01-26,5,24,2,"332","ASW","15","24",1,11869.67,16.44,"1","2",9.38035568326144,2
15,"salinity",2015-01-26,5,24,2,"333","ASW","15","24",1,13593.05,16.44,"1","2",9.51610373813799,2
16,"salinity",2015-01-26,5,24,2,"1263","ASW","15","24",1,12903.5,16.44,"1","2",9.46397898613229,2
17,"salinity",2015-01-26,5,24,2,"331","ASW","15","36",1,10520.64,20.13,"1","2",9.25917910639463,2
18,"salinity",2015-01-26,5,24,2,"332","ASW","15","36",1,12027.17,20.13,"1","2",9.39324842341519,2
19,"salinity",2015-01-26,5,24,2,"333","ASW","15","36",1,6990.18,20.13,"1","2",8.84937767732999,2
20,"salinity",2015-01-26,5,24,2,"1263","ASW","15","36",1,9265.85,20.13,"1","2",9.13191602072384,2
1,"salinity",2015-01-27,6,48,2,"331","ASW","15","0",1,10076.01,15.52,"1","2",9.21637115022103,3
2,"salinity",2015-01-27,6,48,2,"332","ASW","15","0",1,6811.38,15.52,"1","2",8.82406888222648,3
3,"salinity",2015-01-27,6,48,2,"333","ASW","15","0",1,10018.48,15.52,"1","2",9.21063632817683,3
4,"salinity",2015-01-27,6,48,2,"1263","ASW","15","0",1,12375.8,15.52,"1","2",9.42224338447677,3
5,"salinity",2015-01-27,6,48,2,"331","ASW","15","2",1,10467.47,16.54,"1","2",9.25444624864843,3
6,"salinity",2015-01-27,6,48,2,"332","ASW","15","2",1,6661.63,16.54,"1","2",8.80163351507369,3
7,"salinity",2015-01-27,6,48,2,"333","ASW","15","2",1,16255.4,16.54,"1","2",9.69516241420741,3
8,"salinity",2015-01-27,6,48,2,"1263","ASW","15","2",1,13578.41,16.54,"1","2",9.515017457591,3
9,"salinity",2015-01-27,6,48,2,"331","ASW","15","12",1,19710.57,17.03,"1","2",9.88804594216723,3
10,"salinity",2015-01-27,6,48,2,"332","ASW","15","12",1,18270.83,17.03,"1","2",9.81212855651412,3
11,"salinity",2015-01-27,6,48,2,"333","ASW","15","12",1,20600.4,17.03,"1","2",9.93223874719705,3
12,"salinity",2015-01-27,6,48,2,"1263","ASW","15","12",1,18786.88,17.03,"1","2",9.84000713807286,3
13,"salinity",2015-01-27,6,48,2,"331","ASW","15","24",1,17736.85,17.04,"1","2",9.78243850175396,3
14,"salinity",2015-01-27,6,48,2,"332","ASW","15","24",1,12772.91,17.04,"1","2",9.45374683679548,3
15,"salinity",2015-01-27,6,48,2,"333","ASW","15","24",1,24387.96,17.04,"1","2",10.1011458972403,3
16,"salinity",2015-01-27,6,48,2,"1263","ASW","15","24",1,18199.86,17.04,"1","2",9.80823247121385,3
17,"salinity",2015-01-27,6,48,2,"331","ASW","15","36",1,13088.93,19.19,"1","2",9.47805491353593,3
18,"salinity",2015-01-27,6,48,2,"332","ASW","15","36",1,12254.23,19.19,"1","2",9.41205924518079,3
19,"salinity",2015-01-27,6,48,2,"333","ASW","15","36",1,9277.72,19.19,"1","2",9.13330056773832,3
20,"salinity",2015-01-27,6,48,2,"1263","ASW","15","36",1,11476.66,19.19,"1","2",9.34639719800761,3
1,"salinity",2015-01-28,7,72,2,"331","ASW","15","0",1,22373.06,15.51,"1","2",10.0149193506038,4
2,"salinity",2015-01-28,7,72,2,"332","ASW","15","0",1,13186.08,15.51,"1","2",9.485740073983,4
3,"salinity",2015-01-28,7,72,2,"333","ASW","15","0",1,20252.91,15.51,"1","2",9.91528765665188,4
4,"salinity",2015-01-28,7,72,2,"1263","ASW","15","0",1,19914.34,15.51,"1","2",9.8984162150143,4
5,"salinity",2015-01-28,7,72,2,"331","ASW","15","2",1,18049.03,16.43,"1","2",9.79993650990522,4
6,"salinity",2015-01-28,7,72,2,"332","ASW","15","2",1,10947.36,16.43,"1","2",9.29935166446764,4
7,"salinity",2015-01-28,7,72,2,"333","ASW","15","2",1,23665.41,16.43,"1","2",10.0710752640259,4
8,"salinity",2015-01-28,7,72,2,"1263","ASW","15","2",1,21529.62,16.43,"1","2",9.97642151438079,4
9,"salinity",2015-01-28,7,72,2,"331","ASW","15","12",1,29482.65,15.83,"1","2",10.291020163564,4
10,"salinity",2015-01-28,7,72,2,"332","ASW","15","12",1,28522.25,15.83,"1","2",10.2578846040467,4
11,"salinity",2015-01-28,7,72,2,"333","ASW","15","12",1,35055.62,15.83,"1","2",10.4642395518817,4
12,"salinity",2015-01-28,7,72,2,"1263","ASW","15","12",1,25378.26,15.83,"1","2",10.14102422415,4
13,"salinity",2015-01-28,7,72,2,"331","ASW","15","24",1,23344.29,19.03,"1","2",10.0572921724916,4
14,"salinity",2015-01-28,7,72,2,"332","ASW","15","24",1,20337.13,19.03,"1","2",9.91926739338365,4
15,"salinity",2015-01-28,7,72,2,"333","ASW","15","24",1,38760.2,19.03,"1","2",10.5646581378472,4
16,"salinity",2015-01-28,7,72,2,"1263","ASW","15","24",1,27118.17,19.03,"1","2",10.2072572720469,4
17,"salinity",2015-01-28,7,72,2,"331","ASW","15","36",1,16280.02,19.1,"1","2",9.69651996206699,4
18,"salinity",2015-01-28,7,72,2,"332","ASW","15","36",1,16725.26,19.1,"1","2",9.72353279266733,4
19,"salinity",2015-01-28,7,72,2,"333","ASW","15","36",1,15282.64,19.1,"1","2",9.63322225696562,4
20,"salinity",2015-01-28,7,72,2,"1263","ASW","15","36",1,16180.49,19.1,"1","2",9.69038034322751,4
1,"salinity",2015-01-29,8,96,2,"331","ASW","15","0",1,24017.62,15.25,"1","2",10.0859078544546,5
2,"salinity",2015-01-29,8,96,2,"332","ASW","15","0",1,14239.07,15.25,"1","2",9.56267330300545,5
3,"salinity",2015-01-29,8,96,2,"333","ASW","15","0",1,24136.83,15.25,"1","2",10.0908621545,5
4,"salinity",2015-01-29,8,96,2,"1263","ASW","15","0",1,17175.15,15.25,"1","2",9.75033054551915,5
5,"salinity",2015-01-29,8,96,2,"331","ASW","15","2",1,20480.56,15.65,"1","2",9.92646699116457,5
6,"salinity",2015-01-29,8,96,2,"332","ASW","15","2",1,9004.7,15.65,"1","2",9.10376244891192,5
7,"salinity",2015-01-29,8,96,2,"333","ASW","15","2",1,22738.12,15.65,"1","2",10.0311095817148,5
8,"salinity",2015-01-29,8,96,2,"1263","ASW","15","2",1,17800.18,15.65,"1","2",9.78608425726924,5
9,"salinity",2015-01-29,8,96,2,"331","ASW","15","12",1,32823.44,15.23,"1","2",10.3984340679292,5
10,"salinity",2015-01-29,8,96,2,"332","ASW","15","12",1,27048.22,15.23,"1","2",10.2048132509848,5
11,"salinity",2015-01-29,8,96,2,"333","ASW","15","12",1,37127.66,15.23,"1","2",10.5217072329133,5
12,"salinity",2015-01-29,8,96,2,"1263","ASW","15","12",1,27169.1,15.23,"1","2",10.2092748566405,5
13,"salinity",2015-01-29,8,96,2,"331","ASW","15","24",1,19045.43,18.77,"1","2",9.85359643253718,5
14,"salinity",2015-01-29,8,96,2,"332","ASW","15","24",1,19292.16,18.77,"1","2",9.86648066705702,5
15,"salinity",2015-01-29,8,96,2,"333","ASW","15","24",1,35012.34,18.77,"1","2",10.4629196093083,5
16,"salinity",2015-01-29,8,96,2,"1263","ASW","15","24",1,30102.49,18.77,"1","2",10.31173944063,5
17,"salinity",2015-01-29,8,96,2,"331","ASW","15","36",1,13022.3,19.1,"1","2",9.47295075999894,5
18,"salinity",2015-01-29,8,96,2,"332","ASW","15","36",1,15868.02,19.1,"1","2",9.67085663818261,5
19,"salinity",2015-01-29,8,96,2,"333","ASW","15","36",1,13362.18,19.1,"1","2",9.4987531773776,5
20,"salinity",2015-01-29,8,96,2,"1263","ASW","15","36",1,17311.16,19.1,"1","2",9.75800271559413,5
1,"salinity",2015-01-30,9,120,2,"331","ASW","15","0",1,31133.88,15.46,"1","2",10.3455552057952,6
2,"salinity",2015-01-30,9,120,2,"332","ASW","15","0",1,17041.94,15.46,"1","2",9.74252505822328,6
3,"salinity",2015-01-30,9,120,2,"333","ASW","15","0",1,30212.15,15.46,"1","2",10.3154875947071,6
4,"salinity",2015-01-30,9,120,2,"1263","ASW","15","0",1,25926.18,15.46,"1","2",10.1624120616687,6
5,"salinity",2015-01-30,9,120,2,"331","ASW","15","2",1,27733.44,15.72,"1","2",10.2298271988388,6
6,"salinity",2015-01-30,9,120,2,"332","ASW","15","2",1,14169.16,15.72,"1","2",9.55771298306568,6
7,"salinity",2015-01-30,9,120,2,"333","ASW","15","2",1,31200.59,15.72,"1","2",10.3476883202807,6
8,"salinity",2015-01-30,9,120,2,"1263","ASW","15","2",1,26131.65,15.72,"1","2",10.1703007519537,6
9,"salinity",2015-01-30,9,120,2,"331","ASW","15","12",1,46461.09,15.64,"1","2",10.746033784654,6
10,"salinity",2015-01-30,9,120,2,"332","ASW","15","12",1,41306.89,15.64,"1","2",10.6284058920959,6
11,"salinity",2015-01-30,9,120,2,"333","ASW","15","12",1,53721.7,15.64,"1","2",10.891281123292,6
12,"salinity",2015-01-30,9,120,2,"1263","ASW","15","12",1,35117.54,15.64,"1","2",10.4660105390431,6
13,"salinity",2015-01-30,9,120,2,"331","ASW","15","24",1,21959.52,16.87,"1","2",9.99618751049167,6
14,"salinity",2015-01-30,9,120,2,"332","ASW","15","24",1,41094.84,16.87,"1","2",10.6232272470474,6
15,"salinity",2015-01-30,9,120,2,"333","ASW","15","24",1,47945.87,16.87,"1","2",10.7774760281764,6
16,"salinity",2015-01-30,9,120,2,"1263","ASW","15","24",1,43657.63,16.87,"1","2",10.6837468550108,6
17,"salinity",2015-01-30,9,120,2,"331","ASW","15","36",1,15158.07,18.97,"1","2",9.62503608004617,6
18,"salinity",2015-01-30,9,120,2,"332","ASW","15","36",1,21697.47,18.97,"1","2",9.98407626496809,6
19,"salinity",2015-01-30,9,120,2,"333","ASW","15","36",1,15518.19,18.97,"1","2",9.64854497906047,6
20,"salinity",2015-01-30,9,120,2,"1263","ASW","15","36",1,23327.02,18.97,"1","2",10.0565540734469,6
1,"salinity",2015-01-30,9,0,3,"331","ASW","15","0",1,3891.735,15.46,"1","3",8.26262991992627,1
2,"salinity",2015-01-30,9,0,3,"332","ASW","15","0",1,2130.2425,15.46,"1","3",7.65670724931287,1
3,"salinity",2015-01-30,9,0,3,"333","ASW","15","0",1,3776.51875,15.46,"1","3",8.23245577919385,1
4,"salinity",2015-01-30,9,0,3,"1263","ASW","15","0",1,3240.7725,15.46,"1","3",8.07878512376025,1
5,"salinity",2015-01-30,9,0,3,"331","ASW","15","2",1,3466.68,15.72,"1","3",8.1464077321876,1
6,"salinity",2015-01-30,9,0,3,"332","ASW","15","2",1,1771.145,15.72,"1","3",7.47046627182486,1
7,"salinity",2015-01-30,9,0,3,"333","ASW","15","2",1,3900.07375,15.72,"1","3",8.26471190404855,1
8,"salinity",2015-01-30,9,0,3,"1263","ASW","15","2",1,3266.45625,15.72,"1","3",8.08663678812936,1
9,"salinity",2015-01-30,9,0,3,"331","ASW","15","12",1,5807.63625,15.64,"1","3",8.66423228662059,1
10,"salinity",2015-01-30,9,0,3,"332","ASW","15","12",1,5163.36125,15.64,"1","3",8.54630942000836,1
11,"salinity",2015-01-30,9,0,3,"333","ASW","15","12",1,6715.2125,15.64,"1","3",8.80979899737322,1
12,"salinity",2015-01-30,9,0,3,"1263","ASW","15","12",1,4389.6925,15.64,"1","3",8.38344520390817,1
13,"salinity",2015-01-30,9,0,3,"331","ASW","15","24",1,2744.94,16.87,"1","3",7.91134967845819,1
14,"salinity",2015-01-30,9,0,3,"332","ASW","15","24",1,5136.855,16.87,"1","3",8.54090678834176,1
15,"salinity",2015-01-30,9,0,3,"333","ASW","15","24",1,5993.23375,16.87,"1","3",8.69556759343414,1
16,"salinity",2015-01-30,9,0,3,"1263","ASW","15","24",1,5457.20375,16.87,"1","3",8.60159568907103,1
17,"salinity",2015-01-30,9,0,3,"331","ASW","15","36",1,1894.75875,18.97,"1","3",7.53678451661576,1
18,"salinity",2015-01-30,9,0,3,"332","ASW","15","36",1,2712.18375,18.97,"1","3",7.89849046210886,1
19,"salinity",2015-01-30,9,0,3,"333","ASW","15","36",1,1939.77375,18.97,"1","3",7.56049899721667,1
20,"salinity",2015-01-30,9,0,3,"1263","ASW","15","36",1,2915.8775,18.97,"1","3",7.97139906767726,1
1,"salinity",2015-01-31,10,24,3,"331","ASW","15","0",1,7224.47,16.14,"1","3",8.88299258070412,2
