"Number","Experiment","Date","Day","Hour","Transfer","Strain","Media","Temperature","Treatment","Replicate","RF","Rfctrl","Rep","seqRep","lnRF","trDay"
22,"salinity",2014-11-28,3,72,1,"167-7","ASW","21","36",1,12769.82,18.52,"1","A",9.45338850617324,4
23,"salinity",2014-11-28,3,72,1,"168-16","ASW","21","36",1,1635.84,18.52,"1","A",7.38852573733877,4
24,"salinity",2014-11-28,3,72,1,"169-30","ASW","21","36",1,1322.83,18.52,"1","A",7.17342944429463,4
25,"salinity",2014-11-28,3,72,1,"164-11","ASW","21","36",1,6218.6,18.52,"1","A",8.73231747417574,4
1,"salinity",2014-11-29,4,96,1,"156-4","ASW","21","0",1,83820.23,16.48,"1","A",11.3362330348723,5
2,"salinity",2014-11-29,4,96,1,"167-7","ASW","21","0",1,21493.97,16.48,"1","A",9.97476068890856,5
3,"salinity",2014-11-29,4,96,1,"168-16","ASW","21","0",1,30956.09,16.48,"1","A",10.3397925190056,5
4,"salinity",2014-11-29,4,96,1,"169-30","ASW","21","0",1,14282.18,16.48,"1","A",9.56561333359682,5
5,"salinity",2014-11-29,4,96,1,"164-11","ASW","21","0",1,50252.96,16.48,"1","A",10.8244967349932,5
6,"salinity",2014-11-29,4,96,1,"156-4","ASW","21","2",1,47199.93,19.82,"1","A",10.7617276844553,5
7,"salinity",2014-11-29,4,96,1,"167-7","ASW","21","2",1,26002.08,19.82,"1","A",10.1651692764335,5
8,"salinity",2014-11-29,4,96,1,"168-16","ASW","21","2",1,28626.24,19.82,"1","A",10.2613864471416,5
9,"salinity",2014-11-29,4,96,1,"169-30","ASW","21","2",1,10655.85,19.82,"1","A",9.27200257296818,5
10,"salinity",2014-11-29,4,96,1,"164-11","ASW","21","2",1,31899.32,19.82,"1","A",10.3697184489669,5
11,"salinity",2014-11-29,4,96,1,"156-4","ASW","21","12",1,82629.43,17.81,"1","A",11.321905627581,5
12,"salinity",2014-11-29,4,96,1,"167-7","ASW","21","12",1,29225.39,17.81,"1","A",10.2821835436101,5
13,"salinity",2014-11-29,4,96,1,"168-16","ASW","21","12",1,17691.78,17.81,"1","A",9.77984821466789,5
14,"salinity",2014-11-29,4,96,1,"169-30","ASW","21","12",1,10086.26,17.81,"1","A",9.21716205132311,5
15,"salinity",2014-11-29,4,96,1,"164-11","ASW","21","12",1,34885.98,17.81,"1","A",10.4593296576502,5
16,"salinity",2014-11-29,4,96,1,"156-4","ASW","21","24",1,31549.55,19.92,"1","A",10.3586830176146,5
17,"salinity",2014-11-29,4,96,1,"167-7","ASW","21","24",1,50988.39,19.92,"1","A",10.8389624852261,5
18,"salinity",2014-11-29,4,96,1,"168-16","ASW","21","24",1,19758.23,19.92,"1","A",9.89031669635388,5
19,"salinity",2014-11-29,4,96,1,"169-30","ASW","21","24",1,11806.48,19.92,"1","A",9.37471517826877,5
20,"salinity",2014-11-29,4,96,1,"164-11","ASW","21","24",1,22794.18,19.92,"1","A",10.033386229833,5
21,"salinity",2014-11-29,4,96,1,"156-4","ASW","21","36",1,7192.2,22.03,"1","A",8.87768464321496,5
22,"salinity",2014-11-29,4,96,1,"167-7","ASW","21","36",1,23158.13,22.03,"1","A",10.0491494472175,5
23,"salinity",2014-11-29,4,96,1,"168-16","ASW","21","36",1,2119.47,22.03,"1","A",7.6484728324495,5
24,"salinity",2014-11-29,4,96,1,"169-30","ASW","21","36",1,1799.09,22.03,"1","A",7.48271559235672,5
25,"salinity",2014-11-29,4,96,1,"164-11","ASW","21","36",1,8564.57,22.03,"1","A",9.05281366644849,5
1,"salinity",2014-11-30,5,120,1,"156-4","ASW","21","0",1,91174.03,17.22,"1","A",11.4203364893292,6
2,"salinity",2014-11-30,5,120,1,"167-7","ASW","21","0",1,32612.01,17.22,"1","A",10.3919077386319,6
3,"salinity",2014-11-30,5,120,1,"168-16","ASW","21","0",1,42156.86,17.22,"1","A",10.6487441443696,6
4,"salinity",2014-11-30,5,120,1,"169-30","ASW","21","0",1,20291.1,17.22,"1","A",9.91708863701391,6
5,"salinity",2014-11-30,5,120,1,"164-11","ASW","21","0",1,61841.1,17.22,"1","A",11.0320449765765,6
6,"salinity",2014-11-30,5,120,1,"156-4","ASW","21","2",1,59207.19,18.4,"1","A",10.9884874448335,6
7,"salinity",2014-11-30,5,120,1,"167-7","ASW","21","2",1,38179.27,18.4,"1","A",10.5495659240445,6
8,"salinity",2014-11-30,5,120,1,"168-16","ASW","21","2",1,38463.12,18.4,"1","A",10.556976644308,6
9,"salinity",2014-11-30,5,120,1,"169-30","ASW","21","2",1,15030.26,18.4,"1","A",9.61659583433879,6
10,"salinity",2014-11-30,5,120,1,"164-11","ASW","21","2",1,30671.7,18.4,"1","A",10.3304956027791,6
11,"salinity",2014-11-30,5,120,1,"156-4","ASW","21","12",1,100393.02,17.38,"1","A",11.5166748273184,6
12,"salinity",2014-11-30,5,120,1,"167-7","ASW","21","12",1,40421.07,17.38,"1","A",10.606676396412,6
13,"salinity",2014-11-30,5,120,1,"168-16","ASW","21","12",1,17709.45,17.38,"1","A",9.78087179557094,6
14,"salinity",2014-11-30,5,120,1,"169-30","ASW","21","12",1,9730.22,17.38,"1","A",9.1812040004982,6
15,"salinity",2014-11-30,5,120,1,"164-11","ASW","21","12",1,30683.05,17.38,"1","A",10.3308990668349,6
16,"salinity",2014-11-30,5,120,1,"156-4","ASW","21","24",1,47077.25,21.18,"1","A",10.7590951483819,6
17,"salinity",2014-11-30,5,120,1,"167-7","ASW","21","24",1,83772.84,21.18,"1","A",11.3356112703864,6
18,"salinity",2014-11-30,5,120,1,"168-16","ASW","21","24",1,30308.89,21.18,"1","A",10.3184972986542,6
19,"salinity",2014-11-30,5,120,1,"169-30","ASW","21","24",1,19192.17,21.18,"1","A",9.86115347789871,6
20,"salinity",2014-11-30,5,120,1,"164-11","ASW","21","24",1,26982.94,21.18,"1","A",10.2021748447946,6
21,"salinity",2014-11-30,5,120,1,"156-4","ASW","21","36",1,9416.39,21.66,"1","A",9.14790417274381,6
22,"salinity",2014-11-30,5,120,1,"167-7","ASW","21","36",1,38904.04,21.66,"1","A",10.5682964706926,6
23,"salinity",2014-11-30,5,120,1,"168-16","ASW","21","36",1,3329.71,21.66,"1","A",8.10411417090239,6
24,"salinity",2014-11-30,5,120,1,"169-30","ASW","21","36",1,2760.8,21.66,"1","A",7.91539928150191,6
25,"salinity",2014-11-30,5,120,1,"164-11","ASW","21","36",1,12675.38,21.66,"1","A",9.44570652207147,6
1,"salinity",2014-12-01,6,144,1,"156-4","ASW","21","0",1,56666.58,17.11,"1","A",10.9446379107195,7
2,"salinity",2014-12-01,6,144,1,"167-7","ASW","21","0",1,28507.8,17.11,"1","A",10.2573326462229,7
3,"salinity",2014-12-01,6,144,1,"168-16","ASW","21","0",1,40311.61,17.11,"1","A",10.6039702621942,7
4,"salinity",2014-12-01,6,144,1,"169-30","ASW","21","0",1,17780.29,17.11,"1","A",9.78488305457195,7
5,"salinity",2014-12-01,6,144,1,"164-11","ASW","21","0",1,51273.69,17.11,"1","A",10.8445992790032,7
6,"salinity",2014-12-01,6,144,1,"156-4","ASW","21","2",1,46623.45,18.9,"1","A",10.7494534548323,7
7,"salinity",2014-12-01,6,144,1,"167-7","ASW","21","2",1,31666.26,18.9,"1","A",10.362410011771,7
8,"salinity",2014-12-01,6,144,1,"168-16","ASW","21","2",1,32607.39,18.9,"1","A",10.3917144375271,7
9,"salinity",2014-12-01,6,144,1,"169-30","ASW","21","2",1,14419.38,18.9,"1","A",9.57501681834188,7
10,"salinity",2014-12-01,6,144,1,"164-11","ASW","21","2",1,23177.08,18.9,"1","A",10.050103344834,7
11,"salinity",2014-12-01,6,144,1,"156-4","ASW","21","12",1,47395.21,16.18,"1","A",10.7659350047299,7
12,"salinity",2014-12-01,6,144,1,"167-7","ASW","21","12",1,34649.39,16.18,"1","A",10.4525683272964,7
13,"salinity",2014-12-01,6,144,1,"168-16","ASW","21","12",1,11914.78,16.18,"1","A",9.38417602511984,7
14,"salinity",2014-12-01,6,144,1,"169-30","ASW","21","12",1,10545.75,16.18,"1","A",9.26194276858672,7
15,"salinity",2014-12-01,6,144,1,"164-11","ASW","21","12",1,20126.35,16.18,"1","A",9.90898093623669,7
16,"salinity",2014-12-01,6,144,1,"156-4","ASW","21","24",1,31832.58,20.24,"1","A",10.3676095438107,7
17,"salinity",2014-12-01,6,144,1,"167-7","ASW","21","24",1,75495.71,20.24,"1","A",11.2315629817832,7
18,"salinity",2014-12-01,6,144,1,"168-16","ASW","21","24",1,32646.57,20.24,"1","A",10.3928749100776,7
19,"salinity",2014-12-01,6,144,1,"169-30","ASW","21","24",1,21704.5,20.24,"1","A",9.98434193071602,7
20,"salinity",2014-12-01,6,144,1,"164-11","ASW","21","24",1,32104.87,20.24,"1","A",10.3761323782496,7
21,"salinity",2014-12-01,6,144,1,"156-4","ASW","21","36",1,6319,22.23,"1","A",8.74779208249215,7
22,"salinity",2014-12-01,6,144,1,"167-7","ASW","21","36",1,39670.33,22.23,"1","A",10.587798306621,7
23,"salinity",2014-12-01,6,144,1,"168-16","ASW","21","36",1,5743.05,22.23,"1","A",8.65186743074262,7
24,"salinity",2014-12-01,6,144,1,"169-30","ASW","21","36",1,3876.79,22.23,"1","A",8.25701214199946,7
25,"salinity",2014-12-01,6,144,1,"164-11","ASW","21","36",1,15290.34,22.23,"1","A",9.63352161845012,7
1,"salinity",2014-12-01,7,0,2,"156-4","ASW","21","0",1,9186.26,17.11,"1","B",9.12359986738822,1
2,"salinity",2014-12-01,7,0,2,"167-7","ASW","21","0",1,8343.01,17.11,"1","B",9.02712641711349,1
3,"salinity",2014-12-01,7,0,2,"168-16","ASW","21","0",1,6869.94,17.11,"1","B",8.83241698462411,1
4,"salinity",2014-12-01,7,0,2,"169-30","ASW","21","0",1,7705.72,17.11,"1","B",8.94749529193541,1
5,"salinity",2014-12-01,7,0,2,"164-11","ASW","21","0",1,9075.08,17.11,"1","B",9.11140031212127,1
6,"salinity",2014-12-01,7,0,2,"156-4","ASW","21","2",1,10652.08,18.9,"1","B",9.27173457993816,1
7,"salinity",2014-12-01,7,0,2,"167-7","ASW","21","2",1,7677.79,18.9,"1","B",8.94362234361818,1
8,"salinity",2014-12-01,7,0,2,"168-16","ASW","21","2",1,6919.43,18.9,"1","B",8.83935349922969,1
9,"salinity",2014-12-01,7,0,2,"169-30","ASW","21","2",1,7520.7,18.9,"1","B",8.92289827072901,1
10,"salinity",2014-12-01,7,0,2,"164-11","ASW","21","2",1,9490.42,18.9,"1","B",9.15604468016406,1
11,"salinity",2014-12-01,7,0,2,"156-4","ASW","21","12",1,13874.39,16.18,"1","B",9.53663311577434,1
12,"salinity",2014-12-01,7,0,2,"167-7","ASW","21","12",1,6096.42,16.18,"1","B",8.71279944786536,1
13,"salinity",2014-12-01,7,0,2,"168-16","ASW","21","12",1,6753.07,16.18,"1","B",8.81535367308504,1
14,"salinity",2014-12-01,7,0,2,"169-30","ASW","21","12",1,4454.7,16.18,"1","B",8.39807626652503,1
15,"salinity",2014-12-01,7,0,2,"164-11","ASW","21","12",1,7697.21,16.18,"1","B",8.9465089317325,1
16,"salinity",2014-12-01,7,0,2,"156-4","ASW","21","24",1,13809.56,20.24,"1","B",9.53164965847652,1
17,"salinity",2014-12-01,7,0,2,"167-7","ASW","21","24",1,6682.8,20.24,"1","B",8.80425907406207,1
18,"salinity",2014-12-01,7,0,2,"168-16","ASW","21","24",1,7300.56,20.24,"1","B",8.89293009626865,1
19,"salinity",2014-12-01,7,0,2,"169-30","ASW","21","24",1,6743.18,20.24,"1","B",8.81328083784197,1
20,"salinity",2014-12-01,7,0,2,"164-11","ASW","21","24",1,10254.03,20.24,"1","B",9.23345026931866,1
21,"salinity",2014-12-01,7,0,2,"156-4","ASW","21","36",1,6064.16,22.23,"1","B",8.70647877631181,1
22,"salinity",2014-12-01,7,0,2,"167-7","ASW","21","36",1,7241.7,22.23,"1","B",8.88453682199022,1
23,"salinity",2014-12-01,7,0,2,"168-16","ASW","21","36",1,3950.26,22.23,"1","B",8.27589330691973,1
24,"salinity",2014-12-01,7,0,2,"169-30","ASW","21","36",1,2260.77,22.23,"1","B",7.71357914663015,1
25,"salinity",2014-12-01,7,0,2,"164-11","ASW","21","36",1,11080.32,22.23,"1","B",9.31091756576872,1
1,"salinity",2014-12-02,8,24,2,"156-4","ASW","21","0",1,16843.66,16.66,"1","B",9.73074001817645,2
2,"salinity",2014-12-02,8,24,2,"167-7","ASW","21","0",1,8888.27,16.66,"1","B",9.09061156954281,2
3,"salinity",2014-12-02,8,24,2,"168-16","ASW","21","0",1,9260.65,16.66,"1","B",9.13172888961091,2
4,"salinity",2014-12-02,8,24,2,"169-30","ASW","21","0",1,10480,16.66,"1","B",9.25563299831327,2
5,"salinity",2014-12-02,8,24,2,"164-11","ASW","21","0",1,12172.75,16.66,"1","B",9.40558555776051,2
6,"salinity",2014-12-02,8,24,2,"156-4","ASW","21","2",1,11093.76,19.54,"1","B",9.3123751635392,2
7,"salinity",2014-12-02,8,24,2,"167-7","ASW","21","2",1,11333.57,19.54,"1","B",9.3337988274817,2
8,"salinity",2014-12-02,8,24,2,"168-16","ASW","21","2",1,11614.42,19.54,"1","B",9.35831890034759,2
9,"salinity",2014-12-02,8,24,2,"169-30","ASW","21","2",1,9552.69,19.54,"1","B",9.16253047718569,2
10,"salinity",2014-12-02,8,24,2,"164-11","ASW","21","2",1,9227.72,19.54,"1","B",9.12784749842959,2
11,"salinity",2014-12-02,8,24,2,"156-4","ASW","21","12",1,14953.05,16.99,"1","B",9.61153370235329,2
12,"salinity",2014-12-02,8,24,2,"167-7","ASW","21","12",1,9683.94,16.99,"1","B",9.17646813021579,2
13,"salinity",2014-12-02,8,24,2,"168-16","ASW","21","12",1,8150.83,16.99,"1","B",9.00378841575489,2
14,"salinity",2014-12-02,8,24,2,"169-30","ASW","21","12",1,6586.47,16.99,"1","B",8.79018996070553,2
15,"salinity",2014-12-02,8,24,2,"164-11","ASW","21","12",1,10350.63,16.99,"1","B",9.24315987177816,2
16,"salinity",2014-12-02,8,24,2,"156-4","ASW","21","24",1,18463.08,19.98,"1","B",9.82244559577948,2
17,"salinity",2014-12-02,8,24,2,"167-7","ASW","21","24",1,12137.21,19.98,"1","B",9.40238368564748,2
18,"salinity",2014-12-02,8,24,2,"168-16","ASW","21","24",1,9631.49,19.98,"1","B",9.1707166176127,2
19,"salinity",2014-12-02,8,24,2,"169-30","ASW","21","24",1,10940.83,19.98,"1","B",9.29842908509745,2
20,"salinity",2014-12-02,8,24,2,"164-11","ASW","21","24",1,12436.5,19.98,"1","B",9.4267831229893,2
21,"salinity",2014-12-02,8,24,2,"156-4","ASW","21","36",1,9968.45,22.32,"1","B",9.2049388097704,2
22,"salinity",2014-12-02,8,24,2,"167-7","ASW","21","36",1,10421.68,22.32,"1","B",9.24949954477436,2
23,"salinity",2014-12-02,8,24,2,"168-16","ASW","21","36",1,4950.01,22.32,"1","B",8.50262559739054,2
24,"salinity",2014-12-02,8,24,2,"169-30","ASW","21","36",1,3885,22.32,"1","B",8.25911652206191,2
25,"salinity",2014-12-02,8,24,2,"164-11","ASW","21","36",1,6851.87,22.32,"1","B",8.82901406459632,2
1,"salinity",2014-12-03,9,48,2,"156-4","ASW","21","0",1,24332.47,17.08,"1","B",10.0988647621911,3
2,"salinity",2014-12-03,9,48,2,"167-7","ASW","21","0",1,11697,17.08,"1","B",9.36562640704369,3
3,"salinity",2014-12-03,9,48,2,"168-16","ASW","21","0",1,13456.22,17.08,"1","B",9.50592662393458,3
4,"salinity",2014-12-03,9,48,2,"169-30","ASW","21","0",1,12022.79,17.08,"1","B",9.39313764893069,3
5,"salinity",2014-12-03,9,48,2,"164-11","ASW","21","0",1,20197.51,17.08,"1","B",9.91246860190655,3
6,"salinity",2014-12-03,9,48,2,"156-4","ASW","21","2",1,17445.41,17.94,"1","B",9.76580297594177,3
7,"salinity",2014-12-03,9,48,2,"167-7","ASW","21","2",1,14629.92,17.94,"1","B",9.58959701917621,3
8,"salinity",2014-12-03,9,48,2,"168-16","ASW","21","2",1,15359.78,17.94,"1","B",9.63833901557684,3
9,"salinity",2014-12-03,9,48,2,"169-30","ASW","21","2",1,12411.62,17.94,"1","B",9.42494194424409,3
10,"salinity",2014-12-03,9,48,2,"164-11","ASW","21","2",1,10059.1,17.94,"1","B",9.21444792442034,3
11,"salinity",2014-12-03,9,48,2,"156-4","ASW","21","12",1,20067.62,16.44,"1","B",9.90604328387078,3
12,"salinity",2014-12-03,9,48,2,"167-7","ASW","21","12",1,14243.76,16.44,"1","B",9.56291933884216,3
13,"salinity",2014-12-03,9,48,2,"168-16","ASW","21","12",1,5689.64,16.44,"1","B",8.64350861142045,3
14,"salinity",2014-12-03,9,48,2,"169-30","ASW","21","12",1,8434.54,16.44,"1","B",9.03813942856621,3
15,"salinity",2014-12-03,9,48,2,"164-11","ASW","21","12",1,10333.12,16.44,"1","B",9.24151728185091,3
16,"salinity",2014-12-03,9,48,2,"156-4","ASW","21","24",1,22486.96,19.88,"1","B",10.0198064056892,3
17,"salinity",2014-12-03,9,48,2,"167-7","ASW","21","24",1,23036.01,19.88,"1","B",10.0439505534601,3
18,"salinity",2014-12-03,9,48,2,"168-16","ASW","21","24",1,13859.56,19.88,"1","B",9.53529510751707,3
19,"salinity",2014-12-03,9,48,2,"169-30","ASW","21","24",1,17181.76,19.88,"1","B",9.75044592415057,3
20,"salinity",2014-12-03,9,48,2,"164-11","ASW","21","24",1,11296.12,19.88,"1","B",9.33045313615081,3
21,"salinity",2014-12-03,9,48,2,"156-4","ASW","21","36",1,10292.91,23,"1","B",9.2369735394957,3
22,"salinity",2014-12-03,9,48,2,"167-7","ASW","21","36",1,17206.58,23,"1","B",9.75170955566911,3
23,"salinity",2014-12-03,9,48,2,"168-16","ASW","21","36",1,5954.5,23,"1","B",8.68803241110116,3
24,"salinity",2014-12-03,9,48,2,"169-30","ASW","21","36",1,5114.06,23,"1","B",8.53524133933672,3
25,"salinity",2014-12-03,9,48,2,"164-11","ASW","21","36",1,11980.53,23,"1","B",9.38911648443694,3
1,"salinity",2014-12-04,10,72,2,"156-4","ASW","21","0",1,31506.68,16.49,"1","B",10.3574313477383,4
2,"salinity",2014-12-04,10,72,2,"167-7","ASW","21","0",1,13213.77,16.49,"1","B",9.487766026735,4
3,"salinity",2014-12-04,10,72,2,"168-16","ASW","21","0",1,17839.39,16.49,"1","B",9.7882394262804,4
4,"salinity",2014-12-04,10,72,2,"169-30","ASW","21","0",1,14395.88,16.49,"1","B",9.57355121034747,4
5,"salinity",2014-12-04,10,72,2,"164-11","ASW","21","0",1,26277.61,16.49,"1","B",10.1758447973662,4
6,"salinity",2014-12-04,10,72,2,"156-4","ASW","21","2",1,24886.5,18.3,"1","B",10.1213451578211,4
7,"salinity",2014-12-04,10,72,2,"167-7","ASW","21","2",1,17356.31,18.3,"1","B",9.76065648019621,4
8,"salinity",2014-12-04,10,72,2,"168-16","ASW","21","2",1,21908.87,18.3,"1","B",9.99381122946524,4
9,"salinity",2014-12-04,10,72,2,"169-30","ASW","21","2",1,16630.82,18.3,"1","B",9.71791190693349,4
10,"salinity",2014-12-04,10,72,2,"164-11","ASW","21","2",1,9002.66,18.3,"1","B",9.1032405668532,4
11,"salinity",2014-12-04,10,72,2,"156-4","ASW","21","12",1,29875.61,17.57,"1","B",10.3042094292871,4
12,"salinity",2014-12-04,10,72,2,"167-7","ASW","21","12",1,20713.95,17.57,"1","B",9.93771408473325,4
13,"salinity",2014-12-04,10,72,2,"168-16","ASW","21","12",1,5768.05,17.57,"1","B",8.65703860856815,4
14,"salinity",2014-12-04,10,72,2,"169-30","ASW","21","12",1,9510.37,17.57,"1","B",9.15828889550438,4
15,"salinity",2014-12-04,10,72,2,"164-11","ASW","21","12",1,10710.93,17.57,"1","B",9.27737826707482,4
16,"salinity",2014-12-04,10,72,2,"156-4","ASW","21","24",1,32296.67,18.66,"1","B",10.3821414724043,4
17,"salinity",2014-12-04,10,72,2,"167-7","ASW","21","24",1,35934.05,18.66,"1","B",10.4889211734225,4
18,"salinity",2014-12-04,10,72,2,"168-16","ASW","21","24",1,19246.97,18.66,"1","B",9.8641389512055,4
19,"salinity",2014-12-04,10,72,2,"169-30","ASW","21","24",1,26437.61,18.66,"1","B",10.1818368346673,4
20,"salinity",2014-12-04,10,72,2,"164-11","ASW","21","24",1,11425.3,18.66,"1","B",9.3419509209612,4
21,"salinity",2014-12-04,10,72,2,"156-4","ASW","21","36",1,11251.31,21.6,"1","B",9.3263182237125,4
22,"salinity",2014-12-04,10,72,2,"167-7","ASW","21","36",1,23166.3,21.6,"1","B",10.0495210916186,4
23,"salinity",2014-12-04,10,72,2,"168-16","ASW","21","36",1,6970.35,21.6,"1","B",8.84631706626768,4
24,"salinity",2014-12-04,10,72,2,"169-30","ASW","21","36",1,6895.95,21.6,"1","B",8.83555237261052,4
25,"salinity",2014-12-04,10,72,2,"164-11","ASW","21","36",1,11122.67,21.6,"1","B",9.31479677905099,4
1,"salinity",2014-12-05,11,0,3,"156-4","ASW","21","0",1,33189.92,15.99,"1","C",10.4095196054776,1
2,"salinity",2014-12-05,11,0,3,"167-7","ASW","21","0",1,12422.84,15.99,"1","C",9.42600401842057,1
3,"salinity",2014-12-05,11,0,3,"168-16","ASW","21","0",1,12502.21,15.99,"1","C",9.43238091520057,1
4,"salinity",2014-12-05,11,0,3,"169-30","ASW","21","0",1,9696.16,15.99,"1","C",9.17783474209988,1
5,"salinity",2014-12-05,11,0,3,"164-11","ASW","21","0",1,27480.08,15.99,"1","C",10.2206346121493,1
6,"salinity",2014-12-05,11,0,3,"156-4","ASW","21","2",1,24585.08,19.17,"1","C",10.1091149884922,1
7,"salinity",2014-12-05,11,0,3,"167-7","ASW","21","2",1,24773.59,19.17,"1","C",10.1167593379109,1
8,"salinity",2014-12-05,11,0,3,"168-16","ASW","21","2",1,17927.4,19.17,"1","C",9.79301566270031,1
9,"salinity",2014-12-05,11,0,3,"169-30","ASW","21","2",1,10851.77,19.17,"1","C",9.2903153850508,1
10,"salinity",2014-12-05,11,0,3,"164-11","ASW","21","2",1,6109.19,19.17,"1","C",8.7144066447708,1
11,"salinity",2014-12-05,11,0,3,"156-4","ASW","21","12",1,32652.23,15.63,"1","C",10.3931896369857,1
